created_at,id,lng,lat,topic,sentiment,stance,gender,temperature_avg,aggressiveness,text
2006-12-14 01:39:10+00:00,1092823,-122.41942000000002,37.774930000000005,Ideological Positions on Global Warming,-0.5441946749448776,neutral,male,4.2285404,aggressive,"""Stop global warming, the glaciers are crying themselves to DEATH..."" -dsy"
2006-12-17 19:43:09+00:00,1278023,-79.79198000000002,36.07264,Weather Extremes,-0.5650276006937027,denier,male,5.4781747,aggressive,just took a short run...in shorts and a t-shirt...on December 17. So what is this global warming nonsense I am hearing about on the internets?
2006-12-21 01:39:01+00:00,1455543,-121.80579000000002,38.004920000000006,Weather Extremes,0.65095990691185,neutral,male,-1.6521555,not aggressive,NULL
2006-12-31 10:47:25+00:00,1893063,-1.9026911,52.47969920000001,Weather Extremes,0.6709052916526794,neutral,male,4.8645205,aggressive,Warmer climate. Wider grain. Easier to cut. Thank you global warming.
2007-01-06 17:36:51+00:00,2266613,-73.9495823,40.6501038,Weather Extremes,-0.5678213599205018,neutral,male,15.600876,aggressive,NULL
2007-01-08 17:46:45+00:00,2377823,-0.12574000000000002,51.50853000000001,Impact of Resource Overconsumption,-0.5311487882852555,neutral,undefined,4.908487,aggressive,Turned the radiator off in the living room. Worrying about global warming.
2007-01-10 22:22:04+00:00,2579403,-0.1276474,51.5073219,Global stance,-0.16259645220438634,neutral,male,4.59847,aggressive,The chief economist of US car firm Chrysler attacks the European attitudes to global warming. http://tinyurl.com/ym3a6a
2007-01-10 22:22:15+00:00,2579433,-0.1276474,51.5073219,Global stance,-0.16259645220438634,neutral,male,4.59847,aggressive,The chief economist of US car firm Chrysler attacks the European attitudes to global warming. http://tinyurl.com/ym3a6a
2007-01-11 06:21:43+00:00,2604673,-0.1276474,51.5073219,Importance of Human Intervantion,0.048919662833213806,believer,male,4.7022176,not aggressive,"Major UK companies such as BT, Tesco and BA meet to collaborate on tackling climate change. http://tinyurl.com/ymmnpn"
2007-01-16 12:30:55+00:00,2999523,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,0.11245983867645266,believer,male,4.9978456,not aggressive,Economist Sir Nicholas Stern tells MPs he is encouraged by action planned around the world on climate change. http://tinyurl.com/y5uzux
2007-01-16 19:53:59+00:00,3040243,-96.7968559,32.7762719,Weather Extremes,0.027764864039421053,neutral,male,-9.293259,aggressive,is doing a little global warming research
2007-01-17 02:18:13+00:00,3081573,-73.9495823,40.6501038,Weather Extremes,0.02621422364711759,neutral,male,-2.8510103,not aggressive,NULL
2007-01-18 13:22:52+00:00,3241963,-80.01448420000001,36.1126365,Weather Extremes,-0.37797388756275174,denier,male,-3.005815,aggressive,An accumulation of snow on my part does not represent a lack of global warming on your part.
2007-01-21 09:30:57+00:00,3564043,13.61232,43.436170000000004,Weather Extremes,0.8328112138553099,neutral,male,5.682824,not aggressive,"is considering the positive side of global warming, while enjoying a wonderful sunny day."
2007-01-23 16:10:31+00:00,3821293,-0.1276474,51.5073219,Importance of Human Intervantion,-0.37499989290237423,believer,male,-3.0751328,not aggressive,"Chancellor Gordon Brown's air passenger duty is the wrong way to fight climate change, airlines tell MPs. http://tinyurl.com/2y5tgr"
2007-01-24 10:10:33+00:00,3922153,-0.12574000000000002,51.50853000000001,Global stance,-0.5885048053741456,neutral,male,-2.8180542,aggressive,"Britons fear being ripped-off online more than gun crime or the threat of climate change, a survey suggests. http://tinyurl.com/2vxn3l"
2007-01-24 10:11:12+00:00,3922243,-0.12574000000000002,51.50853000000001,Global stance,-0.5885048053741456,neutral,male,-2.8180542,aggressive,"Britons fear being ripped-off online more than gun crime or the threat of climate change, a survey suggests. http://tinyurl.com/2vxn3l"
2007-01-24 10:13:18+00:00,3922373,-80.24417000000001,25.963890000000003,Weather Extremes,0.5670713599681855,denier,undefined,3.7465112,not aggressive,"Gnite Mercy, wonderful to meet you shock, it's chilly but nice here in NV, but I hear it's also snowy in Vangroovy (more proof of global warming)"
2007-01-27 14:30:32+00:00,4306863,-0.1276474,51.5073219,Global stance,-0.36964824199676516,believer,male,1.5351758999999998,not aggressive,Tony Blair is to tell the World Economic Forum a breakthrough on climate change may be near. http://tinyurl.com/yodxvb
2007-01-27 17:51:07+00:00,4318073,-0.1276474,51.5073219,Global stance,-0.3173950701951981,believer,male,1.5351758999999998,not aggressive,Tony Blair tells the World Economic Forum a breakthrough on climate change may be near. http://tinyurl.com/yodxvb
2007-01-30 20:38:00+00:00,4729003,-0.12574000000000002,51.50853000000001,Undefined / One Word Hashtags,-0.11844662189483644,believer,male,2.1094387,aggressive,"Australia's Great Barrier Reef could be dead within decades because of global warming, a leaked IPCC report says. http://tinyurl.com/3564l9"
2007-01-31 09:38:44+00:00,4805803,-0.12574000000000002,51.50853000000001,Global stance,-0.1226974128528075,believer,male,1.9527698,not aggressive,A new report warns that life in the Australian city of Sydney could be made unsustainable by climate change. http://tinyurl.com/2m2v3k
2007-02-01 14:46:54+00:00,4982153,-79.38393470000003,43.6534817,Weather Extremes,-0.5956248931566874,neutral,male,-0.04534871,not aggressive,12º and partly sunny... is global warming really that bad?
2007-02-01 22:30:31+00:00,5044463,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.07310401499271393,believer,male,3.967322,not aggressive,Lights across France dim for five minutes as part of a campaign designed to raise awareness of climate change. http://tinyurl.com/38a5f7
2007-02-02 09:09:49+00:00,5096513,-1.8998300000000001,52.48141999999999,Politics,-0.08813912332057953,neutral,male,2.991084,aggressive,thinking i need to blog about the relationship between End-Time belief and the Bush Administrations ideological unwilligness to combat climate change
2007-02-02 18:15:51+00:00,5144253,-73.9495823,40.6501038,Weather Extremes,0.15972971572875974,neutral,male,1.846384,not aggressive,"omg, global warming."
2007-02-03 02:30:23+00:00,5197163,-0.1276474,51.5073219,Importance of Human Intervantion,-0.496617383813858,believer,male,0.095783636,not aggressive,"A major climate change report prompts calls for urgent action, but the US rejects controls on emissions. http://tinyurl.com/3d4bhx"
2007-02-03 04:12:34+00:00,5203523,-3.18,51.480000000000004,Weather Extremes,-0.378139166490237,believer,male,-0.045523900000000006,aggressive,I can't sleep. Too many ideas. Scientists predicted there would be lots more flooding with global warming. 
2007-02-04 20:39:05+00:00,5314366,-118.32674000000002,34.09834,Weather Extremes,0.6387881856203079,believer,male,4.3878580000000005,not aggressive,"February 4 in LA, 78 degrees and sunny. And this is what it was like *before* global warming."
2007-02-05 16:48:57+00:00,5324848,-86.7743531,36.162229599999996,Weather Extremes,-0.2204812776724497,neutral,male,-8.849,not aggressive,Having trouble being as concerned about global warming as I should be lately... talk to me again come spring.
2007-02-05 21:55:41+00:00,5328495,-114.06258919999999,51.0534234,Importance of Human Intervantion,0.49759092831611634,neutral,male,8.448126,not aggressive,NULL
2007-02-06 08:39:43+00:00,5334170,-122.67419489999999,45.5202471,Seriousness of Gas Emissions,-0.24772341055870056,neutral,male,2.4982007,aggressive,Do you really want the Corpse Flower to bloom early?  Stop global warming now!
2007-02-06 10:19:15+00:00,5334810,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.39810672914187123,believer,male,-3.605249,not aggressive,"Tony Blair says the UK has ""done better than most countries"" but not ""well enough"" on climate change. http://tinyurl.com/283an2"
2007-02-06 12:48:40+00:00,5336007,-0.12574000000000002,51.50853000000001,Weather Extremes,0.04412994578944317,believer,male,-3.605249,not aggressive,Chinese officials put the country's unseasonably warm weather down to global warming. http://tinyurl.com/395lzg
2007-02-07 06:09:20+00:00,5348207,-0.12574000000000002,51.50853000000001,Importance of Human Intervantion,-0.36415335433483126,believer,male,-4.560754,not aggressive,Brazil's President Lula says rich nations are not doing enough to fight global warming. http://tinyurl.com/yrtzys
2007-02-09 15:46:29+00:00,5392174,-77.0074765,38.977888199999995,Donald Trump versus Science,-0.4198842470407486,neutral,male,-6.8944744999999985,aggressive,NULL
2007-02-11 17:50:55+00:00,5431384,-122.67621000000001,45.523450000000004,Weather Extremes,-0.6464257894515991,neutral,male,1.9020926,not aggressive,Very sore from first snowboarding of the season yesterday. Damn global warming and the lack of snow!
